Store_name,Category,Review,TV,Biztel,Address,Menu,Homepage,페이스북,인스타그램,블로그,웹사이트,Convenience,Desc,10,20,30,40,50,60,Female,Male
무교동 유정낙지 역삼점낙지요리,낙지요리,422,,02-553-5553,"서울 강남구 테헤란로4길 46
지번역삼동 826-37 쌍용플래티넘밸류 지하 1층 B137호지도보기","22,000원
대표
낚지볶음2인
30,000원
대표
철판낚지
메뉴판(원산지) 이미지로 보기",,,,,,,,height: 25%;,height: 75.2145%;,height: 85.366%;,height: 89.167%;,height: 72.731%;,height: 77.909%;,51%,49%
이가해장국,,631,,02-515-1199,"서울 서초구 사평대로57길 7
지번반포동 747-8지도보기","8,000원
대표
李家 콩국수
27,000원
대표
李家 牛 수육
8,000원
李家 양선지해장국
8,000원
李家 차돌된장
9,000원
李家 해장국
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","저희의 모든 요리는 최선을 다해 정성으로 만들고 있습니다.

모든 손님들께 만족을 드릴수는 없겠지만 
마음만은 최고의 요리로 보답 할 것을 약속 합니다.

식재료 또한 최상을 고집하고 있으며,
초심을 기억할것이며,
항상 손님 입장에서 요리를 만들겠습니다.

조용한 분위기의 해장국 및 요리 집입니다.

단체는 66석 가능합니다.
감사 합니다",height: 25%;,height: 78.174%;,height: 77.645%;,height: 81.059%;,height: 85.079%;,height: 66.369%;,46%,54%
스타벅스 기술센터점카페,카페,13,,02-6009-3410,"서울 강남구 테헤란로 305
지번역삼동 701-7 한국기술센터지도보기","4,100원
아메리카노(Tall)",http://www.istarbucks.co.kr/,http://www.facebook.com/starbuckskorea,http://www.instagram.com/starbuckskorea,http://www.istarbucksblog.co.kr/,,,무선 인터넷 사용 가능.,height: 25%;,height: 77.4795%;,height: 80.1025%;,height: 71.1285%;,height: 25%;,height: 25%;,56%,44%
양파이 강남점양꼬치,양꼬치,867,,02-568-5582,"서울 강남구 강남대로94길 14
지번역삼동 819-1지도보기","42,000원
프렌치콤보
27,000원
프렌치 렉
25,000원
생양갈비
12,000원
양꼬치
18,000원
꿔바로우
더보기",,,,,,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","양파이 강남점은 1년 미만의 양고기만 사용하여 양고기 특유의 냄새가 나지 않습니다. 
냄새 때문에 양고기를 싫어하시는 분들도 거부감 없이 맛있게 드실 수 있습니다.

양갈비는 직원이 직접 구워드립니다!!  편안하게 드실 수 있으며 저렴한 가격으로 부드러운 육질을 맛보실 수 있습니다.

고급스럽고 차분한 인테리어는 식사 분위기를 한층 올려주어 고객들의 만족도가 높습니다.

적절한 가격에 맛있는 음식과 고급스러운 분위기를 찾으시는 분들에게 자신있게 추천해드립니다.",height: 39.89%;,height: 93.358%;,height: 86.909%;,height: 63.982%;,height: 44.3255%;,height: 45.505%;,47%,53%
미쓰양꼬치양꼬치,양꼬치,248,수요미식회,02-562-9233,"서울 강남구 테헤란로64길 26
지번대치동 897-27 2층지도보기","11,000원
양꼬치
22,000원
고급양갈비
11,000원
모듬꼬치 10꼬치",,,,,,"단체석, 포장, 예약",,height: 38.686%;,height: 86.3095%;,height: 92.348%;,height: 93.0375%;,height: 59.8895%;,height: 58.4305%;,47%,53%
"차오벨라맥주,호프","맥주,호프",445,,02-539-0999,"서울 강남구 테헤란로4길 6
지번역삼동 825-20 센트럴 아베뉴 1층 110동지도보기","16,900원
대표
CRISPY CHIPS
16,900원
대표
ROASTED PORK BELLY
변동
FRIED PIZZA
18,900원
SPAGHETTI VONGOLE
16,900원
CRISPY N.Y.
메뉴판(원산지) 이미지로 보기
더보기",http://ciaobella.co.kr,http://www.facebook.com/ciaobellagangnam,http://www.instagram.com/ciaobellagangnam,,,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","맛과 정통성을 보장합니다! 대표자이자 패션 사진 작가인 장까를로 마리노는 로스 앤젤레스, 호놀룰루 및 도쿄를 비롯한 전 세계에 여러 지점을 오픈했고 이제는 서울 강남에 상륙했습니다. 강남의 차오벨라 와 함께하세요. 우리는 당신을 기다리고 있습니다 !!

Taste, fun and quality guaranteed. Owner and fashion photographer Giancarlo Marino opened several restaurants all over the world including Los Angeles, Honolulu and Tokyo. Now it's time for Seoul, come join us at CiaoBella in Gangnam, we are waiting for you!!",height: 25%;,height: 86.9545%;,height: 75.9085%;,height: 69.66%;,height: 59.265%;,height: 25%;,52%,48%
만나분식떡볶이,떡볶이,204,,02-557-7040,"서울 강남구 삼성로 212
지번대치동 316 은마아파트(12동) 12지도보기","2,500원
떡볶이
3,500원
정식
4,000원
모둠
3,000원
순대",,,,,,,"첫째, 셋째 일요일 휴무",height: 30.7693%;,height: 43.4653%;,height: 61.3533%;,height: 86.16%;,height: 22.0013%;,height: 21.0213%;,55%,45%
의령전원한식,한식,58,생방송오늘저녁,02-555-3692,"서울 강남구 삼성로85길 34
지번대치동 891-51 BM빌딩지도보기","8,000원
자연산 생선구이
12,000원
양념돼지갈비
15,000원
연잎밥 저녁특선
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 포장, 예약, 남/녀 화장실 구분","의령전원은 삼천포, 여수, 속초 바다에서 잡히는 달갱이, 열기, 꼬지, 돌돔, 우럭, 자연산 임연수 등 자연산 생선을 고집하는 곳입니다.
일본산 생선의 남용으로 생선에 대한 불안한 마음을 없애 드리고자 국내 바다에서 나오는 우리의 생선 위주로 제공합니다.
(단, 고등어는 노르웨이산 입니다.)

신선한 생선, 나물과 겉절이 위주의 웰빙 반찬, 최고급 쌀을 고집하는 의령전원은 따뜻하고 정성스러운 집밥을 느끼게 해주는 건강한 밥상입니다.

의령전원이 모듬생선구이의 푸짐한 양과 뛰어난 신선도를 유지할 수 있는 가장 큰 이유는?
복잡한 유통을 없애고 저희가 직접 삼천포, 여수, 속초 바다에서 경매를 받아오기 때문입니다.

삼천포, 여수, 속초 바다에서만 만날 수 있는 신선한 생선을 서울 강남 한복판 의령전원에서 만나보세요.",height: 75.006%;,height: 74.127%;,height: 55.149%;,height: 77.448%;,height: 62.815%;,height: 73.175%;,50%,50%
다인참치생선회,생선회,89,,02-565-8412,"서울 강남구 테헤란로55길 20
지번역삼동 696-47지도보기","30,000원
다인참치
50,000원
눈다랑어머리
12,000원
초밥",http://blog.naver.com/subdue0331,,,,,"단체석, 주차, 포장, 예약, 남/녀 화장실 구분",,height: 25%;,height: 68.6355%;,height: 86.9555%;,height: 85.1695%;,height: 60.2785%;,height: 25%;,40%,60%
"도호육류,고기요리","육류,고기요리",825,,02-567-1116,"서울 강남구 봉은사로4길 11
지번역삼동 601-24지도보기","16,000원
대표
1+ 숙성 삼겹
16,000원
대표
1+ 숙성 목살
7,000원
맑은곰탕
7,000원
우거지곰탕
7,000원
함흥냉면
더보기",,,,,,"단체석, 주차, 무선 인터넷, 남/녀 화장실 구분",,height: 25%;,height: 80.6095%;,height: 86.731%;,height: 72.6795%;,height: 46.1005%;,height: 25%;,46%,54%
The Andaman태국음식,태국음식,1105,맛있는녀석들,02-537-1997,"서울 서초구 남부순환로 2636
지번양재동 1-26 성문빌딩지도보기","14,000원
팟 미 호킨
16,000원
팟 타이
18,000원
팟 타이 호카이
18,000원
똠양꿍
48,000원
동그독블랑
메뉴판(원산지) 이미지로 보기",http://www.theandaman.kr/,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분",,height: 25%;,height: 63.119%;,height: 97.6995%;,height: 95.705%;,height: 57.424%;,height: 62.8935%;,48%,52%
"은수저금수저전통,민속주점","전통,민속주점",485,,02-556-9495,"서울 강남구 봉은사로30길 75
지번역삼동 669-15 성연빌딩 2층지도보기","30,000원
대표
모듬전
22,000원
대표
황태구이
18,000원
해물파전
18,000원
굴전
18,000원
녹두전
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"단체석, 예약, 무선 인터넷, 남/녀 화장실 구분","한분한분 다시 원해서 찾아오실 수 있도록 성심성의껏 판매하고 있습니다.

100평규모에 민속주점에서 회식,만남, 모임 등 다양하게 방문 부탁드립니다. ^^

늘 한결같은 마음으로, 최고의 서비스 최고의 맛을 제공하고자 노력하겠습니다!",height: 25%;,height: 82.455%;,height: 77.4%;,height: 76.7535%;,height: 67.507%;,height: 25%;,48%,52%
끌레르 봉봉,,77,,010-4182-4443,"서울 강남구 논현로113길 13
지번논현동 193-8 103호 CLAIR BONBON지도보기","2,500원
대표
뚠뚠이 마카롱
2,800원
대표
캐릭터마카롱
42,000원
주문케이크
40,000원
마카롱케이크
3,000원
음료
메뉴판(원산지) 이미지로 보기",https://www.instagram.com/clair_bonbon/,,,,,"포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","마카롱 & 다쿠아즈 맛집 
특별한 날을 위한 주문 레터링 케이크 
아기자기한 끌레르 봉봉에서 빛나는 과자들을 맛보세요💕",height: 82.6653%;,height: 91.8551%;,height: 66.6076%;,height: 52.8862%;,height: 43.0609%;,height: 42.0196%;,62%,38%
하남돼지집 양재역점돼지고기구이,돼지고기구이,1305,,02-574-6363,"서울 강남구 강남대로44길 7
지번도곡동 952-11지도보기","15,000원
대표
생삼겹살(180g)
43,000원
대표
모둠한판(600g)
15,000원
특목살(180g)
15,000원
생갈비(200g)
15,000원
항정살(150g)
메뉴판(원산지) 이미지로 보기
더보기",http://www.hanampig.co.kr/,http://www.facebook.com/hnpig,http://www.instagram.com/hanampig/,,,"단체석, 포장, 예약, 남/녀 화장실 구분","하남돼지집은 대한민국 국민이 사랑하는 돼지고기 대표 삼겹살을 정성과 특별한 맛의 장인정신으로 살려낸 
모두가 행복한 패밀리 레스토랑으로서, 최고의 맛을 즐길 수 있는 곳입니다.

500도 불꽃에서 구워내는 명품 삼겹살과 더불어 특목살, 생갈비, 갈매기살, 가브리살, 항정살 등 
다양하고 맛있는 메뉴를 바로 이곳 하남돼지집에서 즐겨보세요!",height: 25%;,height: 89.1005%;,height: 84.728%;,height: 72.837%;,height: 63.684%;,height: 63.592%;,46%,54%
"공감식당백반,가정식","백반,가정식",6,,02-6498-2355,"서울 강남구 논현로95길 24
지번역삼동 639-15 1층지도보기","7,000원
대표
김치콩비지
7,000원
대표
김치짜글이
7,000원
우거지콩비지
7,000원
청국장 비빔밥
7,000원
제육볶음
더보기",,,,,,,,height: 45.8156%;,height: 91.5031%;,height: 72.0484%;,height: 60.4076%;,height: 45.9587%;,height: 44.0004%;,55%,45%
싸리골빈대떡파전한식,한식,532,,02-501-9243,"서울 강남구 선릉로86길 24
지번대치동 896 남양빌딩지도보기","20,000원
고기+해물 2장
21,000원
해물+굴
15,000원
해물파전
16,000원
굴파전
15,000원
생굴
더보기",,,,,,,,height: 25%;,height: 79.0935%;,height: 79.9655%;,height: 86.407%;,height: 77.683%;,height: 77.353%;,47%,53%
마음은콩밭에한식,한식,64,2TV생생정보,02-581-0083,"서울 서초구 서초대로56길 9
지번서초동 1675-4지도보기","9,000원
보리밥에 청국장
21,000원
모듬야채쌈과 청국장 정식
27,000원
보쌈과 콩밭에 정식
37,000~48,000원
한방보쌈
변동
남도계절음식
메뉴판(원산지) 이미지로 보기",https://makong.modoo.at,,,,,"단체석, 발렛파킹, 예약, 남/녀 화장실 구분","엄마의 마음으로 정성을 다합니다.
ㅇ 국내산콩 100%로 띄운 냄새 없는 청국장과 보리밥
ㅇ 7가지 한방재료와 신선한 과일로 맛을 내는 한방보쌈
ㅇ 현지 직송 제철해산물로 만드는 정겨운 남도계절음식",height: 20.564%;,height: 42.9547%;,height: 46.9043%;,height: 75.3327%;,height: 75.377%;,height: 74.112%;,45%,55%
"이승 커피팩토리 본점카페,디저트","카페,디저트",32,,02-539-2030,"서울 강남구 강남대로78길 30
지번역삼동 830-3 1층 이승 커피팩토리지도보기","4,000원
아메리카노",,,,,,,,,,,,,,,
본죽&비빔밥cafe 역삼역점죽,죽,12,,02-539-6234,"서울 강남구 봉은사로30길 78
지번역삼동 668-21 2층지도보기","메뉴정보
메뉴정보안내
11,000원
전복죽
9,000원
버섯불고기비빔밥
11,000원
대표
새꼬막 달래 비빔밥
16,000원
대표
트러플 전복죽
8,000원
본나물돌솥비빔밥
메뉴판(원산지) 이미지로 보기
더보기",,,,,,단체석,미리 전화주시면 빠른 포장 가능하십니다~^^,height: 25%;,height: 71.515%;,height: 76.5805%;,height: 73.391%;,height: 57.3635%;,height: 25%;,53%,47%
통돼지네 강남점돼지고기구이,돼지고기구이,1212,,02-564-6649,"서울 강남구 역삼로3길 17-5
지번역삼동 831-34 1층지도보기","22,000원
대표
통돼지두루치기
15,000원
대표
미나리삼겹살
7,500원
통돼지김치찌개
13,000원
생삼겹살
7,000원
냉면
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"단체석, 예약, 남/녀 화장실 구분","고향 어머님이 해 주시던 그 맛 그대로.........

1. 저희 업소에서는 직접 담근 김치와 1등급 암퇘지고기만 사용합니다.
2. 엄선 된 야채와 쌀, 고추가루, 고기를 100% 국내산만 사용합니다.",height: 26.6085%;,height: 89.965%;,height: 85.636%;,height: 72.3985%;,height: 54.888%;,height: 53.124%;,47%,53%
"빚짜 신논현점맥주,호프","맥주,호프",1395,,02-562-1832,"서울 강남구 봉은사로 108
지번역삼동 601지도보기","16,000원
콰트로포마지피자
16,000원
갈릭고르곤졸라피자
16,000원
스프링스피나치페스토피자
15,000원
콰트로풍기피자
15,000원
페퍼로니피자
더보기",http://www.beezza.co.kr/,,,,,"단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","피맥 힙플레이스 빚짜와 No.1 크래프트브루어리 브루원이 강남에서 새로운 프로젝트를 시작합니다.
쿨한 인테리어와 음악, 그리고 최고의 레시피로 만든 고급스러운 피자와 수제맥주를 합리적인 가격으로
빚짜X브루원에서 만나세요!",height: 25%;,height: 98.121%;,height: 84.9705%;,height: 61.138%;,height: 40.554%;,height: 25%;,51%,49%
김작가의이중생활 신논현역점,,1532,,02-542-3811,"서울 강남구 봉은사로1길 37
지번논현동 165-16 호서빌딩지도보기","메뉴정보
메뉴정보안내
18,000원
통오징어떡볶이
17,000원
명란계란방석
17,000원
진짜뚱뚱한노가리
25,000원
빨강돼지갈비찜
19,000원
갈릭소곱창
더보기",http://www.kimjakga.co.kr/,,,,,"단체석, 예약, 남/녀 화장실 구분",,height: 47.698%;,height: 97.7145%;,height: 78.2515%;,height: 58.4045%;,height: 39.3025%;,height: 25%;,53%,47%
커피빈 역삼점카페,카페,34,,02-569-8051,"서울 강남구 논현로 512
지번역삼동 668-17지도보기","메뉴정보
메뉴정보안내
4,800원
아메리카노 S
5,300원
카페라떼 S",http://www.coffeebeankorea.com/,http://www.facebook.com/thecoffeebeankorea,http://www.instagram.com/coffeebeankorea,http://blog.naver.com/coffeebeankorea,,포장,,height: 25%;,height: 86.58%;,height: 76.3215%;,height: 65.192%;,height: 25%;,height: 25%;,54%,46%
언주집 역삼점,,705,,02-566-4330,"서울 강남구 강남대로62길 12
지번역삼동 838-4지도보기","12,000원
냉동 삼겹살(160g)
12,000원
고추장불고기(160g)
7,000원
청국장
8,000원
섞어찌개
7,000원
꼬막비밈면
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"단체석, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","100% 제주 냉장육만을 72시간 숙성 후 급냉하여 제공하고 있습니다.
이 외에도 고추장불고기,청국장,섞어찌개,꼬막비빔면,볶음밥도 함께 즐길수 있습니다.",height: 25%;,height: 81.108%;,height: 88.5595%;,height: 82.5635%;,height: 59.458%;,height: 52.2235%;,49%,51%
부산아지매국밥 선릉역점국밥,국밥,52,,02-592-9882,"서울 강남구 선릉로 524
지번삼성동 140-3 선릉대림아크로텔 1층지도보기","7,500원
아지매국밥
8,500원
얼큰이국밥
7,500원
순대국밥
7,000원
밀면(물/비빔)
7,000원
사골떡만두국
메뉴판(원산지) 이미지로 보기
더보기",http://www.busanajimae.com/,https://www.facebook.com/busan9882/,https://www.instagram.com/busan_ajimae/,http://m.blog.naver.com/busan9882,,"주차, 포장, 예약, 남/녀 화장실 구분","주식회사 제이엘푸드(JL FOOD co.,Ltd.)는 지역 향토음식개발 전문업체로서, 
부산의 명품한식인 돼지국밥, 밀면, 냉채족발을 motive로 하여 부산아지매국밥을 런칭,
프랜차이즈업을 영위하고 있는 한식프랜차이즈 가맹사업체입니다.",height: 25%;,height: 87.287%;,height: 83.688%;,height: 79.1665%;,height: 62.8905%;,height: 61.9575%;,46%,54%
제이스 그릴닭갈비,닭갈비,322,,02-554-7378,"서울 강남구 논현로 534
지번역삼동 667-10지도보기","14,000원
숯불 닭갈비(오리지널/갈릭)
15,000원
숯불 한돈 오겹살(생/양념)
15,000원
숯불 한돈 생 목살
43,000원
한우1+등급 꽃등심
16,000원
숯불 한돈 생삼겹살
메뉴판(원산지) 이미지로 보기
더보기",http://www.facebook.com/jaysgrill,,,,,"단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분","2018년 마무리는 제이스그릴과함께!!!
안녕하세요 제이스그릴입니다. 2018년 11월10일부터 12월31일까지 단체회식 이벤트 준비했습니다.

첫번째  20인 이상 예약시 발렌타인17년 제공
두번째  회식비용 10%현장할인 or 포인트적립 
2가지중 택1입니다. 많은이용 바랍니다.

저희 제이스그릴은 분위기 좋은 숯불 닭갈비 집으로 닭갈비 뿐만 아니라 한돈, 한우를 포함 런치메뉴까지 점식식사, 저녁회식, 일반 모임에 맞춤형 레스토랑입니다.",height: 25%;,height: 77.24%;,height: 82.538%;,height: 80.3395%;,height: 59.302%;,height: 25%;,47%,53%
써브웨이 강남우성점샌드위치,샌드위치,221,,02-553-5232,"서울 강남구 강남대로66길 6
지번역삼동 837-1 1층지도보기","메뉴정보
메뉴정보안내
5,900원
대표
로티세리 치킨
6,400원
터키 베이컨 아보카도
5,900원
풀드포크
4,300원
에그마요
5,100원
이탈리안 비엠티
메뉴판(원산지) 이미지로 보기
더보기",http://www.subway.co.kr/,http://www.facebook.com/subwaykr,,,,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",,height: 78.3655%;,height: 96.768%;,height: 74.478%;,height: 55.64%;,height: 41.22%;,height: 25%;,62%,38%
교촌치킨 역삼1호점,,108,,02-566-9942,"서울 강남구 강남대로66길 16
지번역삼동 837-15지도보기","메뉴정보
메뉴정보안내
20,000원
대표
교촌허니순살[R]
19,000원
교촌라이스세트
15,000원
교촌오리지날
17,000원
교촌콤보
17,000원
교촌윙
메뉴판(원산지) 이미지로 보기
더보기",http://www.02-566-9942.kweb114.co.kr/,,,,,"단체석, 주차, 배달, 예약",맛있는 교촌치킨~,height: 25%;,height: 79.6665%;,height: 77.0715%;,height: 72.2835%;,height: 25%;,height: 25%;,48%,52%
밀갸또케이크전문,케이크전문,181,,02-585-9997,"서울 서초구 서초대로58길 37
지번서초동 1668-16지도보기","8,500원
대표
밀푀유
메뉴판(원산지) 이미지로 보기",,,,,,,"프랑스 디저트카페 밀갸또입니다. 
 
2018년 12월까지 프랑스 디저트 수업을 진행하고, 당분간 디저트 판매는 하지 않습니다.

수업에 대한 자세한 내용은 블로그를 참고해주세요

감사합니다.",height: 47.643%;,height: 79.78%;,height: 63.148%;,height: 40.9297%;,height: 33.1667%;,height: 44.085%;,57%,43%
하루스시일식당,일식당,109,,02-532-9091,"서울 서초구 강남대로 455
지번서초동 1303-35 강남태영데시앙루브지도보기","28,000원
광어+연어사시미
38,000원
모듬 사시미(중)
55,000원
모듬사시미(대)",,,,,,,,height: 25%;,height: 90.078%;,height: 79.382%;,height: 68.333%;,height: 51.306%;,height: 25%;,48%,52%
하코야 강남역점일본식라면,일본식라면,321,,070-8833-0961,"서울 서초구 강남대로53길 7
지번서초동 1330-20 107호 하코야지도보기","10,900원
대표
오토코마에마초라멘
10,900원
대표
호네니쿠야마라멘
8,900원
카라이소보루라멘
9,900원
콜라겐스지라멘
8,900원
돈코츠차슈라멘
메뉴판(원산지) 이미지로 보기
더보기",http://www.hakoya.co.kr,,,,,"단체석, 무선 인터넷",맛있고 멋있는 육라멘을 선사합니다.,height: 75.1735%;,height: 90.3155%;,height: 76.033%;,height: 65.709%;,height: 60.195%;,height: 25%;,49%,51%
자파스일식당,일식당,210,,02-575-3939,"서울 강남구 논현로36길 25
지번도곡동 416-9지도보기","9,500원
대표
모찌리도후
9,500원
대표
우육탕면
18,000원
레몬그라브락스
9,500원
연어사시미
17,000원
새우살사샐러드
더보기",,,,,,"단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷","주차 발렛비 3,000원",height: 25%;,height: 72.0585%;,height: 91.761%;,height: 96.946%;,height: 60.4585%;,height: 63.5955%;,50%,50%
스시간 논현본점,,28,,02-3444-6500,"서울 강남구 언주로 605
지번논현동 237-5지도보기",메뉴판 이미지를 추가해주세요!,https://blog.naver.com/sungsolove,,,,,"단체석, 주차, 발렛파킹, 예약, 무선 인터넷",논현동 경부아파트 사거리에서 스시간을 운영하고 있으며 그날 그날 매일 신선한 식재료를 엄선하여 정성을 다해 본연의 맛을 살린 최고의 초밥을 만들기 위해 변함없이 노력하겠습니다.,height: 25%;,height: 77.087%;,height: 80.6025%;,height: 78.219%;,height: 59.25%;,height: 25%;,46%,54%
"영동소금구이 논현본점육류,고기요리","육류,고기요리",251,,02-547-6351,"서울 강남구 강남대로124길 10
지번논현동 163지도보기","14,000원
대표
영동소금구이(100g)
9,000원
대표
키조개관자+묵은지
6,000원
차돌된장라면
4,000원
차돌볶음밥
메뉴판(원산지) 이미지로 보기",,,,,,,"영동소금구이 논현본점은 한우 특수부위 전문점으로  우시장에서 직접 공수한 한우를 
영동소금구이만의 노하우로 숙성시켜 최상의 맛을 보여드리도록 노력하고 있습니다. 
해남에서 공수한 키조개관자 + 묵은지와 함께 삼합으로 즐기시면 더욱 좋습니다. 
실비형 한우포차 영동소금구이 논현본점은 모두가 일소일배(一笑一盃) 할 수 있도록 최선을 다 하겠습니다.",height: 25%;,height: 91.36%;,height: 90.66%;,height: 69.766%;,height: 47.917%;,height: 49.3525%;,46%,54%
연이자카야,이자카야,215,,02-6448-8831,"서울 강남구 봉은사로44길 61
지번역삼동 690-11 1층지도보기","39,000원
대표
2인 사시미
35,000원
대표
스키야키
75,000원
오마카세(A) 예약
55,000원
오마카세(B) 예약
25,000원
사골 오뎅 나베
더보기",,,,,,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","저희 연(演)은 신라호텔 일식당 13년 경력의 쉐프가 운영하는 편안한 분위기를 추구하는 다이닝 공간 입니다. 
 훌륭한 음식에 걸맞은 정중한 서비스를 제공하겠습니다.",height: 25%;,height: 79.9025%;,height: 86.2445%;,height: 74.583%;,height: 57.7895%;,height: 25%;,48%,52%
아마폴라델리 선릉점베이커리,베이커리,20,,02-538-0920,"서울 강남구 언주로 510
지번역삼동 700-6 효림빌딩지도보기","32,000원
가또쇼콜라
9,000원
호두과자 한상자",http://amapoladeli.com/,,,,,단체석,편하게 쉬면서 커피한잔 할 수 있는 곳입니다,height: 52.944%;,height: 91.4815%;,height: 82.781%;,height: 66.94%;,height: 48.14%;,height: 47.008%;,58%,42%
공차 북경고려학원점차,차,51,,02-568-6959,"서울 강남구 테헤란로7길 11
지번역삼동 649-4 한덕빌딩 1층 공차북경고려학원점지도보기","3,900원
블랙밀크티, 타로밀크티+펄
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설","북경고려학원에서 운영하고 있는 공차 북경고려학원점 입니다.
일반 카페와 동일한 가격에 중국어무료수업과 공차이나 공간(세미나실, 스터디룸) 이용도 가능한
차별화 된 공차입니다. 중국어 주문시 10% 할인 서비스도 진행 중 이오니 많은 이용 바랍니다.",height: 25%;,height: 86.2855%;,height: 62.1555%;,height: 59.2385%;,height: 25%;,height: 25%;,53%,47%
"깐부치킨 선릉역점치킨,닭강정","치킨,닭강정",49,,02-557-3837,"서울 강남구 선릉로 519
지번역삼1동 696-40 삼능빌딩지도보기","메뉴정보
메뉴정보안내
19,000원
마늘간장치킨
18,000원
고추간장치킨
18,000원
크리스피 치킨
18,000원
순살 크리스피
17,000원
마늘 전기구이
더보기",http://kkanbu.co.kr/,,,,,"단체석, 주차, 포장, 예약, 남/녀 화장실 구분",,height: 25%;,height: 80.8215%;,height: 77.371%;,height: 70.302%;,height: 47.4365%;,height: 25%;,49%,51%
"밀키올리 역삼점카페,디저트","카페,디저트",14,,010-4309-2278,"서울 강남구 테헤란로52길 16
지번역삼동 709-5 테헤란아이파크상가 15호지도보기","2,500원
마카롱
메뉴판(원산지) 이미지로 보기",http://instagram.com/milky_olly,,,,,,마카롱 전문점 밀키올리 입니다^^,height: 84.0865%;,height: 92.4465%;,height: 79.653%;,height: 66.8825%;,height: 42.97%;,height: 25%;,64%,36%
한성양꼬치 강남점양꼬치,양꼬치,194,,02-556-6692,"서울 강남구 강남대로78길 25
지번역삼동 827-22지도보기","30,000원
대표
고급갈비(300g)
13,000원
대표
양꼬치
48,000원
양통갈비(600g)
20,000원
경장육사
18,000원
궈보로우
더보기",,,,,,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분",,height: 33.2095%;,height: 97.583%;,height: 87.3355%;,height: 68.636%;,height: 49.886%;,height: 44.6635%;,47%,53%
제레미20 강남역점중식당,중식당,1541,,02-6487-2120,"서울 강남구 테헤란로4길 6
지번역삼동 825-20 강남역 센트럴 푸르지오 시티지도보기","2,900원
소롱포 (3ps)
3,900원
쇼마이 (3ps)
7,500원
탄탄미엔
4,500원
하가우 (3ps)
4,900원
매콤하가우 (3ps)
메뉴판(원산지) 이미지로 보기",http://jeremie20.com,,,,,"주차, 무선 인터넷, 남/녀 화장실 구분",,height: 25%;,height: 90.846%;,height: 78.938%;,height: 72.7925%;,height: 57.397%;,height: 25%;,51%,49%
황금돼지돼지고기구이,돼지고기구이,832,,02-557-7627,"서울 강남구 논현로94길 21
지번역삼동 670-22지도보기","13,000원
대표
편백숙성삼겹살
54,000원
편백숙성반마리
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 예약","프랜차이즈에서 독립하여 새롭게 황금돼지로 시작합니다. 
편백나무로 숙성시킨 다양한 돼지고기 부위별 구이와 함께 이전 해산물 요리가게를 10년 넘게 해오신 사장님의 손맛으로 개발한  시원한 대구해물탕과  매콤한 소갈비해물찜을 함께 즐길 수 있는 역삼역 맛집입니다.   

회사에서 단체 회식하기에도 좋으며 가족끼리 방문해서 한끼 식사 하기에도 부담없는 황금돼지. 
앞으로 많은 사랑 부탁드려요.",height: 25%;,height: 74.894%;,height: 82.516%;,height: 72.6645%;,height: 53.3605%;,height: 25%;,46%,54%
"큰입아구찜아귀찜,해물찜","아귀찜,해물찜",77,생방송오늘저녁,02-558-0289,"서울 강남구 테헤란로57길 17
지번역삼동 696-16 엠스빌딩지도보기","39,000~69,000원
해물왕갈비찜
13,000원
낙지볶음
46,000~66,000원
해물모듬찜
36,000~56,000원
아구찜",,,,,,,,height: 25%;,height: 75.177%;,height: 86.116%;,height: 89.4185%;,height: 76.2305%;,height: 77.061%;,49%,51%
